pdp,readme_obsole,readme_unmaintained,readme_inactive,readme_nolonger,readme_http,readme_sample,readme_demo,readme_contributing,readme_contact,readme_howto,readme_author,readme_www,readme_reportbug,readme_build,readme_wiki,readme_deprecated,readme_abondoned,id,mirror,fork,moved,longer,test,personal,website,framework,tool,module,component,app,system,dotfiles,collection,blog,plugin,library,server,config,guide,set,repository,deprecated,file,demo,my,github,dot,simple,extension,helper,template,http,https,source,setting,listof,collectionof,setof,example,vim,committer,comunity,star,watcher,sample,university,school,practice,backup,intro,first,Tutorial,course,copy,nodescription,localization,storage,url_dot,url_config,url_doc,null,is_null,theme,resume,clone,translation,documentation,have_language,word,have_at,readme_setup,readme_install,readme_usage,readme_howtouse,readme_website,pull_request,obsole,unmaintained,inactive,cookbook,readme_cookbook,retired,readme_retired,readme_mirror,exportedfrom,abondoned
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,111912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,165237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,695404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,593063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,143,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,937,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,660203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,44021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,499,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,827139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,362,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,717104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
FALSE,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,638861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,224,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,66,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
FALSE,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,38238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,61987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,13895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,13,109,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,298,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120860,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2225981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1446,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1181924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1018557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,605,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1007802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1888703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,959542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,869292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,123,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1006368,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1099461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,387,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1225104,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2148315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,889974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
FALSE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,774316,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2225379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,356,1,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0
TRUE,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1039689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
