DPDP,id,star,watcher,committer,comunity,have_language,pull_request
FALSE,2201593,16,11,1,1,1,0
FALSE,2507330,3,1,2,2,1,0
FALSE,2512771,2,1,1,1,1,0
TRUE,2225941,11,6,1,1,1,0
FALSE,2506526,2,0,1,1,1,0
TRUE,2509151,1,0,1,1,1,0
TRUE,560850,23,21,4,7,1,2
FALSE,2418213,10,7,1,2,1,0
FALSE,2513081,1,0,1,1,1,0
FALSE,2512443,1,0,3,3,1,0
FALSE,2515415,1,0,1,1,1,0
TRUE,470812,1,1,2,2,1,0
TRUE,551065,6,6,2,2,1,0
FALSE,124558,1,1,8,9,1,0
TRUE,2225535,4,1,1,1,1,0
TRUE,2511569,1,0,1,1,1,0
TRUE,2220554,19,5,1,1,1,0
TRUE,937031,3,3,7,7,1,0
TRUE,985063,28,26,1,1,1,0
FALSE,2246310,3,3,1,1,1,0
FALSE,2506517,1,0,1,1,1,0
TRUE,2509140,5,3,1,1,1,0
TRUE,1142222,2,0,3,3,1,0
TRUE,1302762,4,1,2,2,1,0
TRUE,2509299,1,0,1,1,1,0
FALSE,2512019,1,0,1,1,1,0
FALSE,2515016,1,0,1,1,1,0
TRUE,1321154,7,3,1,3,1,2
FALSE,2225782,2,1,2,2,1,0
FALSE,1320739,21,17,2,2,1,1
TRUE,2195494,2,2,1,1,1,0
FALSE,2511704,2,0,2,2,1,0
TRUE,417663,10,7,1,2,1,0
FALSE,1622407,1,2,2,2,1,0
TRUE,2506500,1,0,1,1,1,0
FALSE,2514850,4,0,2,2,1,1
FALSE,2517816,0,0,1,1,1,0
TRUE,1031114,36,32,2,2,1,1
TRUE,2506907,1,0,1,1,1,0
FALSE,2512346,1,1,1,1,1,0
TRUE,492680,5,0,2,2,1,1
TRUE,2511351,3,1,1,1,1,0
FALSE,2514319,1,0,2,2,1,0
TRUE,59653,3,3,1,2,1,0
TRUE,93988,4,4,1,1,1,0
FALSE,1070071,3,0,1,1,0,0
TRUE,1131187,10,4,2,4,0,1
FALSE,2507902,2,0,2,2,1,0
FALSE,2510480,1,0,1,1,0,0
TRUE,2506720,5,1,4,4,1,0
TRUE,2509343,1,0,1,1,1,0
FALSE,2512084,1,0,1,1,1,0
TRUE,640991,5,4,3,3,1,0
FALSE,2199652,2,1,2,3,1,0
FALSE,2508811,2,0,1,2,1,0
FALSE,2511470,1,0,2,2,1,0
TRUE,2514442,1,0,1,1,1,0
TRUE,2258443,1,1,1,1,1,0
FALSE,2508818,1,0,1,1,1,0
FALSE,2511475,1,0,1,1,1,0
FALSE,2514447,1,0,1,1,1,0
TRUE,1088384,14,50,15,17,1,126
FALSE,2507934,1,0,1,1,1,0
FALSE,2510515,1,0,3,3,1,0
FALSE,2513387,16,4,2,6,1,2
FALSE,2522231,1,0,1,1,1,0
FALSE,2348905,5,0,3,3,1,5
TRUE,2506802,1,0,1,1,1,0
FALSE,2507874,2,0,1,1,1,0
FALSE,2510464,1,0,2,2,1,0
TRUE,2513338,1,0,2,2,1,0
FALSE,2519262,1,0,1,1,1,0
TRUE,217734,22,13,3,3,1,0
FALSE,2508891,2,1,2,2,1,0
TRUE,2511572,1,0,1,1,1,0
TRUE,2517584,0,0,1,1,0,0
TRUE,892794,38,35,4,19,1,1
FALSE,2519132,2,0,1,1,1,0
TRUE,743851,17,21,2,2,1,0
TRUE,2511598,0,0,1,1,1,0
FALSE,2517601,1,0,1,1,1,0
FALSE,980194,1,0,2,2,1,0
FALSE,2507099,1,0,1,1,1,0
FALSE,2509700,4,1,1,1,1,7
TRUE,232776,110,87,43,44,1,62
FALSE,2514370,1,0,2,2,1,0
FALSE,2517393,3,3,1,1,1,0
TRUE,339216,89,86,4,7,1,2
FALSE,2508529,1,0,1,1,1,0
TRUE,2511166,1,0,1,1,1,0
FALSE,2522988,1,0,1,1,1,0
TRUE,1190484,4,1,1,1,1,0
FALSE,2512590,3,0,1,1,1,0
TRUE,362894,217,123,17,33,1,24
TRUE,727939,16,10,3,3,0,0
TRUE,1356635,58,47,1,2,1,0
FALSE,2492410,2,0,2,2,1,0
FALSE,2517479,4,0,1,1,1,0
FALSE,250460,22,18,8,9,1,3
FALSE,2511800,0,0,1,1,1,0
TRUE,2514800,1,0,1,1,1,0
FALSE,2523722,1,0,1,1,1,0
TRUE,33949,5,4,2,2,1,0
FALSE,2513298,1,0,1,1,1,0
FALSE,70814,3,2,1,1,1,0
FALSE,2511530,1,0,1,1,1,0
FALSE,2514510,0,0,1,1,1,0
FALSE,1512848,1,1,1,1,1,0
FALSE,2506324,1,0,1,1,1,0
TRUE,2517702,1,0,1,1,1,0
TRUE,692109,108,108,6,9,1,2
TRUE,1055056,3,0,1,1,1,0
TRUE,2147832,5,1,2,2,1,0
FALSE,2516668,1,0,1,1,1,0
TRUE,270686,6,3,1,1,1,0
FALSE,2226335,2,2,3,3,1,0
FALSE,2509384,1,0,1,1,1,0
TRUE,2515159,1,0,1,1,1,0
TRUE,2514667,2,1,1,1,1,0
FALSE,2509933,1,0,3,3,1,0
FALSE,2512752,1,0,1,1,1,0
TRUE,848860,2,2,2,2,1,0
TRUE,89129,11,8,1,3,1,0
FALSE,2507480,1,0,2,2,1,0
FALSE,569127,2,2,1,1,1,0
TRUE,1544559,111,106,5,9,1,5
FALSE,2520160,3,1,2,2,1,0
TRUE,1474240,3,2,2,2,1,0
FALSE,2523061,1,0,4,4,1,0
FALSE,2525290,0,0,3,4,1,0
FALSE,2508285,1,0,1,1,1,0
FALSE,2513843,1,0,2,2,1,0
TRUE,217961,4,3,1,2,1,0
TRUE,217961,4,3,1,2,1,0
FALSE,2225817,7,3,1,1,1,0
TRUE,2229849,3,1,2,2,1,0
FALSE,2506407,1,0,1,1,0,0
FALSE,2517765,1,0,1,1,1,0
TRUE,26586,24,26,3,6,1,2
TRUE,931815,4,4,1,1,1,0
FALSE,2507942,1,0,1,1,1,0
TRUE,2513397,3,0,1,1,1,0
TRUE,1318114,1,0,1,1,1,0
TRUE,2508703,1,0,2,2,1,0
FALSE,2523243,3,0,3,3,1,0
FALSE,868514,38,43,4,4,1,0
TRUE,994645,25,12,2,3,1,4
TRUE,1311570,4,0,1,1,1,0
FALSE,2510667,1,0,2,2,1,0
FALSE,2513552,1,0,1,1,1,0
FALSE,2516448,1,0,1,1,1,0
TRUE,1079220,9,4,3,3,1,0
TRUE,1141845,10,6,1,1,1,0
FALSE,2506608,1,0,2,2,0,0
FALSE,2511977,1,0,1,1,1,0
TRUE,261484,7,2,2,2,1,2
FALSE,2507193,1,0,1,1,1,0
FALSE,2511017,1,0,1,1,1,0
TRUE,724977,3,3,1,1,1,0
TRUE,2508040,1,0,1,1,1,0
FALSE,2513548,2,1,2,2,1,1
TRUE,2519459,2,1,1,1,1,0
TRUE,1623484,2,2,1,1,1,0
FALSE,2509626,1,0,1,1,1,0
FALSE,2512450,1,0,1,1,1,0
TRUE,2515423,3,1,1,1,1,0
FALSE,389380,3,1,3,3,1,1
TRUE,1376108,1,1,2,2,1,0
FALSE,28867,258,218,28,82,1,34
FALSE,82074,313,235,31,63,1,23
FALSE,2226567,7,4,2,3,1,0
TRUE,2509564,2,1,1,1,0,0
FALSE,2515334,1,0,1,1,1,0
TRUE,406748,2,1,2,3,1,3
FALSE,678303,6,4,1,1,1,0
FALSE,2509374,1,0,1,1,1,0
FALSE,2515140,1,0,1,1,1,0
FALSE,179425,22,17,4,6,1,8
FALSE,2509596,1,0,1,1,1,0
FALSE,2512416,2,0,1,1,1,0
TRUE,2515387,12,5,1,1,1,0
TRUE,2515304,2,1,1,1,1,0
FALSE,2471801,0,0,1,1,1,0
TRUE,779956,3,3,3,3,1,2
FALSE,1966362,0,0,1,1,1,0
TRUE,2514230,13,4,1,1,1,0
FALSE,398742,1,1,2,2,1,0
TRUE,1845706,33,23,53,61,1,347
FALSE,236716,1,2,1,1,1,0
FALSE,2508019,1,1,2,2,1,0
TRUE,2510619,1,0,1,1,1,0
TRUE,2513507,1,0,1,1,1,0
FALSE,2519414,1,0,1,1,1,0
FALSE,2508595,2,0,1,1,1,0
FALSE,2514194,0,0,1,1,1,0
TRUE,81440,15,12,10,11,1,1
FALSE,660203,2,2,1,1,1,0
FALSE,2508828,3,1,1,1,1,0
FALSE,2511488,1,0,2,2,1,0
TRUE,371524,1,1,1,1,1,0
TRUE,44021,6,3,7,7,1,0
FALSE,2507811,1,0,1,1,1,0
TRUE,2513269,1,0,1,1,1,0
FALSE,74238,2,1,3,4,1,0
TRUE,827139,79,65,4,5,1,1
FALSE,860624,1,1,1,1,1,0
FALSE,2507979,2,0,1,1,1,0
FALSE,2510571,1,0,1,1,0,0
FALSE,2513436,0,0,1,1,0,0
FALSE,2516350,0,0,1,1,1,0
FALSE,1039523,0,2,2,2,0,0
FALSE,1490971,13,11,1,1,1,0
FALSE,2508337,1,0,1,1,1,0
FALSE,2513892,1,0,1,1,1,0
TRUE,680719,16,12,7,11,1,3
TRUE,836538,4,2,1,1,1,0
TRUE,998883,48,42,5,6,1,0
FALSE,2514029,2,1,1,1,1,0
TRUE,2507083,1,0,2,2,1,0
TRUE,2509674,1,0,2,2,1,0
TRUE,307145,10,7,3,3,1,3
TRUE,950423,6,4,2,2,1,1
FALSE,2513364,1,0,1,1,1,0
TRUE,64455,362,265,20,44,1,8
TRUE,2208767,15,14,4,4,1,3
TRUE,2229394,2,1,1,1,1,0
TRUE,2514416,4,1,1,1,1,0
FALSE,283677,11,8,1,1,0,0
FALSE,566060,0,1,2,2,1,0
TRUE,681427,64,23,1,1,1,0
FALSE,1183922,6,3,2,2,1,0
TRUE,2511775,0,0,1,1,0,0
TRUE,317131,5,3,1,1,1,0
TRUE,517846,23,16,2,16,1,0
TRUE,2204255,14,3,3,3,1,0
TRUE,2508858,0,0,2,2,1,0
TRUE,2514500,2,1,2,2,1,0
TRUE,19390,35,26,1,1,1,0
TRUE,2004196,8,3,2,2,1,1
FALSE,2507207,1,0,1,1,1,0
FALSE,2512623,2,0,1,1,1,0
TRUE,2169181,0,0,2,2,1,0
FALSE,2226653,5,2,1,1,1,0
FALSE,2509607,0,0,2,2,1,0
FALSE,2515406,1,0,1,1,1,0
FALSE,2508282,3,1,1,1,1,0
TRUE,2510927,1,0,1,1,1,0
FALSE,2516726,0,0,1,1,1,0
TRUE,559024,0,1,2,2,1,0
FALSE,2508256,2,0,1,1,1,0
TRUE,2513808,1,0,1,1,1,0
TRUE,690857,72,6,3,3,1,2
TRUE,1891526,18,11,2,7,1,1
FALSE,2513052,1,0,1,1,1,0
TRUE,320196,5,4,1,1,1,0
FALSE,227689,30,23,3,4,1,2
FALSE,2506250,1,0,1,1,1,0
TRUE,2511631,1,0,1,1,1,0
FALSE,2514608,1,0,1,1,1,0
FALSE,589347,1,1,1,1,1,0
FALSE,138090,4,3,1,1,1,0
FALSE,2232826,2,1,1,1,1,0
FALSE,2508339,2,0,1,1,1,0
TRUE,1629311,2,2,11,11,1,0
TRUE,2226726,1,1,4,4,1,0
TRUE,234860,153,68,7,7,1,4
TRUE,2507076,1,0,1,1,1,0
FALSE,2508336,1,0,2,2,0,0
FALSE,2513889,2,1,1,1,1,0
TRUE,25926,573,71,8,15,1,16
FALSE,915702,0,0,4,4,1,0
TRUE,2510852,1,0,1,1,1,0
TRUE,2516608,2,1,1,1,1,0
FALSE,2511754,2,1,1,1,1,0
TRUE,533704,108,93,15,18,1,12
TRUE,623190,1,1,1,1,1,0
TRUE,869251,2,4,4,4,1,2
TRUE,2511433,0,1,1,1,1,0
FALSE,2514395,1,0,2,2,1,0
TRUE,360739,20,22,2,8,1,0
TRUE,1075484,15,9,4,5,1,3
TRUE,204695,59,52,8,15,1,11
TRUE,2237383,2,1,2,2,1,0
FALSE,2451539,2,0,4,4,1,0
FALSE,2507818,2,1,1,1,1,0
TRUE,2519213,1,0,1,1,1,0
TRUE,314452,3,1,1,1,1,0
TRUE,929283,2,1,1,1,1,0
FALSE,972603,2,3,2,2,1,0
TRUE,2150643,11,7,1,1,1,0
TRUE,2222700,4,4,1,1,1,0
FALSE,2506890,1,0,1,1,1,0
FALSE,470606,1,2,2,2,1,0
TRUE,199620,144,124,10,20,1,4
TRUE,2508292,2,0,1,1,1,0
FALSE,2513848,1,0,1,1,1,0
TRUE,1012996,4,2,1,1,1,0
TRUE,119875,61,60,5,5,1,1
FALSE,2171153,2,1,1,1,0,0
TRUE,2510366,2,0,1,1,1,0
FALSE,2513227,2,0,1,1,1,0
TRUE,2213552,3,1,1,1,1,0
TRUE,2229254,1,0,1,1,0,0
FALSE,2514308,1,0,1,1,1,0
TRUE,2509868,4,2,1,1,1,0
FALSE,2512675,0,0,2,2,1,0
FALSE,2434494,3,3,1,1,1,0
FALSE,2510258,0,0,1,1,1,0
TRUE,2516063,1,0,2,2,1,0
FALSE,363806,8,3,1,1,1,0
TRUE,972086,13,14,11,14,1,15
TRUE,2348412,3,0,2,2,1,1
FALSE,2506688,3,0,2,2,1,0
TRUE,2509318,1,0,1,1,1,0
FALSE,2512054,1,0,1,1,1,0
TRUE,2515053,1,0,1,1,1,0
TRUE,595779,139,24,6,8,1,8
TRUE,1693486,3,1,1,1,1,0
TRUE,2506641,1,0,1,1,1,0
TRUE,717104,10,6,2,4,1,0
FALSE,2199044,6,4,3,3,1,0
FALSE,2514005,1,0,1,1,1,0
TRUE,2219023,4,3,1,1,1,0
TRUE,2419845,5,4,3,4,1,2
FALSE,2510598,1,0,1,1,1,0
TRUE,258782,23,11,9,10,1,12
TRUE,570073,2,1,1,1,1,0
FALSE,177808,4,0,1,1,1,0
FALSE,2506232,1,0,1,1,1,0
FALSE,2508930,0,1,2,2,0,0
FALSE,2514592,1,0,1,1,1,0
TRUE,2146628,3,1,1,1,1,0
FALSE,2449062,0,0,3,3,1,0
TRUE,2507404,1,0,1,1,1,0
TRUE,2510006,1,0,1,1,1,0
FALSE,761614,9,3,1,1,1,0
TRUE,2507962,1,0,1,1,1,0
TRUE,2510553,1,0,3,3,1,0
FALSE,2513419,0,0,1,1,1,0
TRUE,2516341,1,0,1,1,1,0
TRUE,575318,43,36,3,17,1,1
FALSE,2508489,1,0,1,1,1,0
TRUE,2514081,1,0,1,1,1,0
FALSE,2508010,1,0,2,2,1,0
TRUE,2510602,1,0,1,1,1,0
TRUE,30129,159,101,34,45,1,19
FALSE,860956,2,1,2,2,0,0
FALSE,2506920,2,0,1,1,1,0
TRUE,2515327,1,0,1,1,1,0
TRUE,2518261,4,1,1,1,1,0
TRUE,2228873,6,2,1,1,1,0
TRUE,2516896,2,0,1,2,1,0
TRUE,81255,114,97,4,4,1,9
TRUE,2515059,1,0,2,2,0,1
FALSE,256227,3,0,2,2,1,1
FALSE,2506369,1,0,5,5,1,0
FALSE,1353686,1,1,2,2,1,0
FALSE,204318,4,3,3,3,1,0
FALSE,2508349,3,0,3,3,1,1
FALSE,309869,4,1,2,2,1,1
FALSE,51058,99,99,11,13,1,34
FALSE,805328,0,0,2,2,1,1
FALSE,1325831,17,8,2,2,1,1
TRUE,1422302,11,6,1,1,1,0
FALSE,2226516,3,1,1,1,1,0
TRUE,2512341,0,0,3,3,1,0
FALSE,2515301,1,0,2,2,1,0
FALSE,834152,15,8,3,3,1,3
TRUE,1467942,9,6,2,2,1,0
FALSE,171704,6,9,3,3,1,0
FALSE,2511454,3,0,1,1,1,0
TRUE,19721,193,135,8,25,1,9
FALSE,2507530,1,0,1,1,1,0
FALSE,2512949,1,0,1,1,1,0
FALSE,530239,10,5,1,1,1,0
FALSE,1161585,2,0,4,4,1,0
FALSE,2225654,5,0,1,1,1,0
TRUE,260831,172,140,8,18,1,7
TRUE,1011868,5,0,2,2,1,0
FALSE,2507139,1,0,1,1,1,0
FALSE,2512544,2,0,2,2,1,0
TRUE,1053045,12,5,1,1,1,0
FALSE,2510506,0,0,1,1,1,0
FALSE,2513381,1,0,1,1,1,0
TRUE,626180,5,1,2,2,1,0
TRUE,1882113,3,2,1,1,1,0
FALSE,2513643,1,0,1,1,1,0
FALSE,856186,3,2,1,1,1,0
TRUE,185407,25,18,4,4,1,2
TRUE,1929174,3,3,3,3,1,0
TRUE,219169,18,16,3,4,1,3
FALSE,2509881,2,1,1,1,1,0
FALSE,2512692,1,0,1,1,1,0
FALSE,2508283,1,0,1,1,1,0
FALSE,2513832,1,0,1,1,1,0
TRUE,264890,1,1,3,3,1,0
TRUE,593275,7,5,3,3,1,0
FALSE,1910808,1,0,2,2,1,0
TRUE,2206160,3,0,1,1,1,0
TRUE,2223527,13,1,2,2,1,1
FALSE,2512827,1,0,1,1,0,0
TRUE,803804,6,3,3,5,1,0
FALSE,136045,1,1,4,4,1,0
TRUE,2506541,7,3,1,1,1,0
FALSE,1248908,3,0,1,1,1,0
TRUE,2511477,1,0,1,1,1,0
TRUE,2517463,0,0,1,1,1,0
FALSE,475143,7,1,2,2,1,1
TRUE,2516497,2,0,1,1,1,0
TRUE,2419961,1,0,2,2,1,0
TRUE,2508023,1,0,1,1,1,0
FALSE,2513512,1,0,1,1,0,0
FALSE,587506,4,4,2,3,1,1
TRUE,729553,4,2,1,1,1,0
TRUE,74512,3,2,1,1,1,0
TRUE,1182054,15,6,2,3,1,0
FALSE,2511479,1,0,1,1,1,0
FALSE,2509603,1,0,2,2,1,0
TRUE,2512430,2,0,1,1,1,0
TRUE,2515401,1,1,1,1,1,0
TRUE,864510,66,56,4,8,1,2
TRUE,2149797,54,2,9,9,1,3
TRUE,2509278,1,0,1,1,1,0
FALSE,279429,1,1,1,1,1,3
TRUE,88437,0,1,1,1,1,0
TRUE,2510863,1,0,1,1,1,0
TRUE,2513768,1,0,1,1,1,0
TRUE,1570860,12,14,12,15,1,3
FALSE,1860782,0,0,1,1,1,0
FALSE,2510530,1,0,1,1,1,0
TRUE,2513033,1,0,2,2,1,0
FALSE,2515996,1,0,1,1,1,0
TRUE,2510443,0,0,1,1,1,0
FALSE,2513299,3,3,2,2,1,0
TRUE,2225691,9,6,1,1,1,0
FALSE,2517690,1,0,1,1,1,0
TRUE,215824,10,7,3,3,1,0
TRUE,2507792,18,3,3,3,1,0
FALSE,2513240,1,0,1,1,1,0
FALSE,2525343,0,0,2,2,1,0
FALSE,1062908,11,5,1,1,1,0
FALSE,2506780,1,0,1,1,0,0
FALSE,2509390,1,0,2,2,1,0
FALSE,2515174,0,0,1,1,1,0
FALSE,2508378,1,0,1,1,0,0
TRUE,2513977,4,3,2,3,0,1
FALSE,2516868,1,0,1,1,1,0
FALSE,638861,224,106,2,2,1,4
TRUE,1073041,3,0,1,1,1,0
FALSE,2508277,13,3,1,1,1,0
FALSE,2513827,1,0,1,1,1,0
TRUE,2516718,1,0,1,1,1,0
FALSE,2522672,1,0,1,1,1,0
FALSE,548282,0,1,1,1,1,0
TRUE,1900050,4,1,1,2,1,0
TRUE,247701,9,2,4,4,1,8
TRUE,2502694,0,0,1,1,1,0
TRUE,2510770,5,5,2,2,1,0
FALSE,1120692,4,1,3,3,1,0
FALSE,2509185,0,0,4,4,1,0
TRUE,367151,1,1,4,4,1,1
FALSE,44517,6,3,2,2,1,0
FALSE,692387,11,11,1,2,1,6
FALSE,1378394,2,0,3,3,0,0
TRUE,225113,1,0,1,1,1,0
FALSE,2513178,1,0,2,2,1,1
TRUE,136005,1,2,3,3,1,0
TRUE,1634242,15,14,1,3,1,0
TRUE,2511873,1,0,1,1,1,0
TRUE,2227161,2,1,1,1,1,0
TRUE,2507352,2,1,1,1,1,0
TRUE,2509959,2,0,1,1,1,0
TRUE,1226104,28,25,2,4,1,0
FALSE,2511535,3,3,1,1,1,0
FALSE,2170263,1,0,1,1,1,0
FALSE,2502188,1,0,3,3,1,22
FALSE,2510000,1,0,1,1,1,0
FALSE,2512822,1,0,1,1,1,0
TRUE,268947,3,1,1,1,1,0
TRUE,892934,7,1,6,6,1,0
FALSE,2312273,1,0,1,1,1,0
FALSE,2510816,1,0,1,1,1,0
TRUE,2513718,2,0,1,1,0,0
FALSE,415698,2,2,2,2,1,0
TRUE,2513803,1,0,2,2,1,0
FALSE,2516684,1,0,1,1,1,0
FALSE,38238,37,28,2,3,1,0
FALSE,422023,16,10,2,2,1,0
FALSE,632518,39,41,5,6,1,0
FALSE,1361275,262,237,424,445,1,54
FALSE,2197139,8,5,2,2,1,1
TRUE,2512784,1,0,1,1,1,0
FALSE,86693,24,19,3,3,1,0
FALSE,2510887,1,0,1,1,1,0
TRUE,28024,2,1,1,1,1,0
TRUE,795361,51,49,4,6,1,2
FALSE,161726,2,2,3,3,1,2
TRUE,2226462,2,1,2,2,1,0
FALSE,6940,3,2,1,1,0,0
TRUE,2511271,1,0,1,1,1,0
TRUE,2514222,3,0,2,2,1,1
FALSE,2226403,3,1,2,2,1,1
TRUE,2512215,1,0,1,1,1,0
FALSE,2515215,1,0,1,1,1,0
TRUE,2511708,1,1,1,1,1,0
FALSE,2514692,2,0,1,1,1,0
TRUE,2523641,0,0,1,1,1,0
FALSE,2507485,2,1,1,1,0,0
TRUE,2512919,1,0,1,1,1,0
FALSE,2228143,6,4,1,1,1,0
FALSE,2507970,0,0,1,1,1,0
FALSE,2513430,1,0,1,1,1,0
TRUE,724164,4,4,1,1,1,0
TRUE,983720,0,0,3,3,1,0
TRUE,2348258,1,0,2,2,1,1
FALSE,2512010,1,0,1,1,1,0
TRUE,1197577,29,24,3,3,1,4
FALSE,2508194,1,0,1,1,1,0
FALSE,2510844,1,0,1,1,1,0
FALSE,138629,1,1,3,3,1,0
FALSE,2508800,1,0,1,1,0,0
FALSE,2511462,2,0,1,1,1,0
TRUE,9113,1436,810,36,57,1,34
TRUE,1010174,14,13,4,4,1,0
TRUE,1823764,160,141,5,11,1,1
TRUE,2511531,1,0,1,1,1,0
FALSE,2523463,2,0,1,1,0,0
FALSE,41434,5,5,4,4,1,1
FALSE,2510996,1,0,2,2,1,0
TRUE,2516776,1,0,1,1,1,0
FALSE,2519787,1,0,2,2,1,0
FALSE,2512641,4,0,1,1,1,0
TRUE,2515627,1,0,1,1,1,0
TRUE,761265,1,1,2,2,1,0
TRUE,1024776,34,27,15,16,1,6
FALSE,2411134,2,1,1,1,1,0
TRUE,2508500,2,1,1,1,0,0
TRUE,2514100,6,5,1,1,1,0
FALSE,208610,124,97,5,5,1,2
FALSE,2511012,1,0,1,1,0,0
TRUE,61987,43,45,12,13,1,0
TRUE,680750,4,6,1,1,1,0
FALSE,2168930,3,3,1,1,1,0
FALSE,2515279,1,0,1,1,1,0
FALSE,812357,63,37,2,2,1,0
TRUE,1055659,6,3,1,1,1,0
TRUE,685810,67,34,1,2,1,0
TRUE,769027,10,7,13,17,1,13
FALSE,2225885,12,7,1,1,0,0
TRUE,2509100,1,0,1,1,1,0
TRUE,2514832,4,0,1,1,1,0
FALSE,2520683,1,0,1,1,0,0
TRUE,2196903,13,11,1,1,1,0
TRUE,2507182,2,0,1,1,1,0
TRUE,2512594,58,41,7,9,1,2
FALSE,2524612,2,0,1,1,1,0
FALSE,896381,1,1,1,1,0,0
TRUE,1011277,252,190,18,26,1,14
FALSE,153807,129,125,9,13,1,3
TRUE,2509436,1,0,1,1,1,0
FALSE,2512218,1,0,1,1,0,0
TRUE,118066,4,4,2,2,1,0
TRUE,2144845,2,2,1,1,1,0
FALSE,2511593,1,0,2,2,1,0
FALSE,411659,1,0,3,3,0,2
TRUE,13895,109,102,11,13,1,2
TRUE,2516184,2,1,1,1,1,0
TRUE,276119,2,3,1,1,1,0
TRUE,455744,8,5,3,5,1,2
TRUE,587082,5,6,3,4,1,2
FALSE,663375,0,1,1,1,1,0
TRUE,163636,29,32,1,2,1,0
TRUE,188471,5,3,1,1,1,0
FALSE,208917,1,2,3,3,1,0
TRUE,265436,2,2,1,1,1,0
FALSE,277766,7,7,1,1,0,0
TRUE,428467,121,109,12,20,1,5
TRUE,2165022,1,0,1,1,1,0
TRUE,2213332,8,6,1,1,1,0
FALSE,2514189,1,0,1,1,0,0
FALSE,65125,1,1,1,1,0,0
FALSE,2506892,1,0,1,1,1,0
TRUE,2512333,1,0,1,1,1,0
TRUE,267761,81,62,13,13,1,25
TRUE,2509910,2,1,1,1,1,0
FALSE,196651,8,3,2,2,1,4
FALSE,2509391,1,0,1,1,1,0
FALSE,2512165,1,0,1,1,1,0
FALSE,2515175,1,0,1,1,0,0
TRUE,2231247,5,3,1,1,1,0
FALSE,2509942,1,0,2,2,1,0
TRUE,2518707,4,2,1,1,1,0
TRUE,357795,13,13,10,11,1,13
TRUE,395572,118,112,3,8,1,1
TRUE,2517557,2,0,1,1,1,0
TRUE,2208975,3,1,2,2,1,0
FALSE,371627,1,1,1,1,1,0
TRUE,2197998,7,1,2,2,1,0
FALSE,2510476,0,0,1,1,1,2
FALSE,2513750,1,0,2,2,1,0
TRUE,2519609,1,0,1,1,1,0
FALSE,1587434,1,1,2,2,1,0
TRUE,2228128,3,1,2,2,1,0
FALSE,2513416,1,0,2,2,1,0
FALSE,2525505,1,0,1,1,1,0
FALSE,710085,0,1,2,2,1,0
TRUE,878574,29,17,3,7,1,5
TRUE,121166,13,7,3,14,1,35
FALSE,1879830,0,0,1,1,1,0
FALSE,2514010,1,0,1,1,1,0
TRUE,2519894,6,2,6,6,1,0
FALSE,1852759,5,2,1,1,1,0
FALSE,198397,22,18,1,3,1,1
TRUE,2223848,3,2,2,3,1,1
FALSE,2513131,3,0,1,1,1,0
FALSE,2311366,1,0,6,6,1,0
TRUE,2508030,1,0,1,1,1,0
TRUE,253781,87,66,3,3,1,4
TRUE,472847,63,56,9,14,1,5
TRUE,1160846,15,12,1,2,1,0
FALSE,2511512,1,0,3,3,1,0
FALSE,2514489,1,0,1,1,1,0
TRUE,1282978,3,1,1,1,1,0
FALSE,2226951,3,2,1,1,1,0
FALSE,822005,1,1,1,1,0,0
TRUE,1534698,1,1,1,1,1,0
TRUE,2459962,3,1,2,2,1,0
FALSE,2509342,1,1,1,1,0,0
TRUE,2512080,2,0,2,2,1,0
TRUE,2149712,10,4,1,1,1,0
TRUE,2230143,4,3,3,3,1,0
TRUE,2511968,22,10,2,4,1,0
FALSE,2514969,1,0,1,1,0,0
FALSE,2517971,1,0,1,1,1,0
FALSE,2511846,1,0,1,1,1,0
FALSE,2514846,1,0,2,2,1,0
FALSE,1149527,6,1,1,1,1,0
TRUE,2197420,3,2,2,2,1,0
TRUE,2512985,2,1,1,1,1,0
TRUE,414345,2,0,2,2,1,1
FALSE,2510038,1,0,1,1,1,0
TRUE,2512883,34,31,3,3,0,0
TRUE,530060,68,54,6,6,1,2
TRUE,20939,110,105,8,45,1,5
FALSE,2508639,10,0,2,2,1,0
FALSE,2511288,1,0,1,1,0,0
TRUE,815699,15,13,7,13,1,3
FALSE,1101632,3,0,1,1,1,0
FALSE,2145887,1,0,1,1,0,0
FALSE,2509545,1,0,1,1,1,0
TRUE,503924,2,1,1,1,1,0
TRUE,89467,31,29,34,35,1,6
FALSE,1308739,5,2,3,3,1,2
TRUE,2507736,1,0,1,1,1,0
TRUE,2513171,1,1,2,2,1,0
TRUE,347801,33,27,3,4,1,1
TRUE,104688,1,1,1,1,1,0
FALSE,2511440,2,0,1,1,0,0
FALSE,1781287,5,2,1,1,1,0
FALSE,2233994,2,1,2,2,1,0
FALSE,2509147,1,0,2,2,1,0
FALSE,2225897,0,2,2,2,1,0
TRUE,2511840,3,3,1,1,1,0
FALSE,2514843,1,0,1,1,1,0
FALSE,2004165,34,17,30,42,1,4
TRUE,2507179,1,0,1,1,1,0
TRUE,2509787,1,0,1,1,1,0
TRUE,2512589,1,1,1,1,1,0
FALSE,2515568,1,0,1,1,1,0
TRUE,2524605,1,0,1,1,1,0
TRUE,55256,52,16,1,2,1,1
TRUE,789631,11,10,1,1,1,0
TRUE,2417122,2,1,1,1,1,0
TRUE,2515784,5,3,2,4,1,0
