DPDP,id,star,watcher,committer,comunity,have_language,pull_request
FALSE,2522012,3,1,2,2,1,0
TRUE,728964,67,60,5,6,1,5
FALSE,77410,1,1,1,1,1,0
FALSE,2513427,1,0,1,1,1,0
TRUE,2516345,2,1,1,1,1,0
TRUE,149885,6,7,4,4,1,0
TRUE,1875254,8,7,3,3,1,0
FALSE,2226723,1,1,1,2,1,0
FALSE,2509659,1,0,1,1,1,0
TRUE,2512472,1,0,1,1,1,0
TRUE,66148,57,59,1,1,1,42
TRUE,2171287,8,6,1,1,1,0
TRUE,2510432,0,0,1,1,1,0
FALSE,2513293,1,0,2,2,1,0
TRUE,790440,6,3,1,1,1,0
TRUE,2394654,9,8,1,2,1,0
FALSE,2506671,1,0,3,3,0,0
FALSE,2512028,1,0,1,1,1,0
FALSE,2515021,0,0,1,1,1,0
TRUE,1176593,37,38,2,2,1,0
FALSE,2513760,1,0,1,1,1,0
TRUE,791006,5,2,2,2,1,1
FALSE,2510543,1,0,1,1,1,0
FALSE,164809,5,5,1,2,1,0
FALSE,2509418,1,0,1,1,1,0
FALSE,2512209,3,0,1,1,1,0
TRUE,121841,3,6,1,1,1,0
FALSE,2511529,1,0,1,1,1,0
FALSE,94329,6,9,2,2,1,0
TRUE,1594635,1,1,1,1,1,0
TRUE,160337,89,110,5,7,0,3
TRUE,163517,1,1,1,2,1,0
FALSE,2228898,7,2,2,2,1,1
FALSE,2514022,0,0,3,3,1,0
TRUE,2522878,1,0,2,2,1,0
TRUE,2511191,1,0,1,1,1,0
FALSE,2514160,0,0,1,1,1,0
TRUE,2520005,4,3,1,1,1,0
TRUE,810348,3,1,1,1,1,0
FALSE,2227848,11,5,3,3,1,0
TRUE,2510337,1,0,1,1,1,0
FALSE,2513177,0,0,2,2,1,0
TRUE,2519129,2,0,1,1,1,0
TRUE,2519073,2,0,1,1,1,0
TRUE,785510,1,1,2,2,1,0
TRUE,2512673,3,0,2,2,1,0
TRUE,160401,5,4,2,2,1,0
FALSE,2511145,0,0,1,1,1,0
FALSE,2514070,1,0,1,1,1,0
FALSE,2517006,1,0,5,5,1,0
FALSE,205645,30,27,9,11,1,4
TRUE,2225973,6,3,3,3,1,3
FALSE,2347838,4,0,2,2,0,1
FALSE,2511905,1,0,1,1,1,0
TRUE,2523850,4,1,3,3,1,0
TRUE,21512,1406,312,12,25,1,62
TRUE,2509144,1,1,1,1,1,0
TRUE,2511872,3,2,3,3,1,0
TRUE,2514871,1,0,1,1,1,0
TRUE,2517827,1,0,1,1,1,0
TRUE,1529245,7,9,1,1,1,1
FALSE,2509812,1,0,1,1,1,0
FALSE,602576,2,2,1,1,1,0
FALSE,2507435,1,0,1,1,1,0
FALSE,2510035,1,0,1,1,1,0
TRUE,443325,0,1,6,7,1,7
TRUE,2510518,1,0,5,5,1,0
FALSE,2513390,2,1,1,1,1,0
FALSE,2228889,2,1,2,2,1,0
FALSE,2511078,1,0,2,2,1,0
FALSE,2513719,1,0,2,2,0,0
FALSE,664040,5,4,1,1,1,1
TRUE,749008,11,11,6,7,1,0
TRUE,1515603,52,39,10,51,1,5
TRUE,2507280,4,1,1,1,1,0
TRUE,2512709,15,12,3,5,0,0
FALSE,129180,50,48,36,40,1,27
FALSE,2226336,3,1,2,2,1,0
FALSE,2518112,2,1,1,1,1,0
FALSE,2513654,1,0,1,1,1,0
TRUE,332326,402,211,10,36,1,7
FALSE,53565,0,3,42,42,1,18
TRUE,1251529,21,16,3,4,1,0
FALSE,1647889,1,1,2,2,0,0
TRUE,2200133,3,2,1,1,1,0
TRUE,2506474,1,0,2,2,1,0
TRUE,2509098,0,0,1,1,0,0
FALSE,2514825,1,0,1,1,1,0
FALSE,447464,15,12,1,1,1,0
TRUE,2146599,2,1,3,3,1,1
FALSE,2507366,1,0,2,2,1,0
TRUE,2512807,4,2,1,1,1,0
FALSE,834856,2,2,4,4,1,0
TRUE,2348952,7,3,2,2,1,1
TRUE,1099212,23,4,1,1,1,0
FALSE,1206189,4,1,1,1,1,0
FALSE,136162,0,1,6,6,1,0
TRUE,2348184,3,0,4,4,1,1
FALSE,2506613,1,0,3,3,0,0
TRUE,2514983,1,0,5,5,1,0
FALSE,189238,0,0,2,2,1,0
FALSE,2229290,2,1,1,1,1,0
TRUE,2233396,2,1,1,1,1,0
FALSE,2514339,0,0,1,1,0,0
FALSE,54223,7,9,1,1,1,0
TRUE,828631,12,13,1,2,1,0
FALSE,179115,185,177,6,17,1,0
TRUE,2226422,17,6,1,1,1,0
FALSE,2512225,1,0,1,1,0,0
FALSE,2515232,2,0,1,1,1,0
TRUE,782595,4,2,1,1,1,0
TRUE,847854,2,2,1,1,1,0
FALSE,2511789,1,0,1,1,1,0
FALSE,2514773,4,0,3,3,1,0
TRUE,1446530,18,6,4,4,1,10
TRUE,1888703,12,7,1,5,1,0
FALSE,2511319,1,0,1,1,1,0
FALSE,2506591,1,0,2,2,0,0
FALSE,2509232,1,0,1,1,1,0
FALSE,2511956,2,1,3,3,0,1
FALSE,214877,21,11,2,4,1,1
FALSE,2226793,2,1,1,1,1,0
FALSE,2518468,2,0,1,1,1,0
TRUE,1100533,10,3,2,3,1,0
FALSE,335278,21,8,1,1,1,0
FALSE,2234252,2,1,5,5,1,0
FALSE,2509322,1,0,1,1,0,0
FALSE,2512059,2,0,1,1,1,0
TRUE,959542,5,1,2,2,1,1
FALSE,2507493,1,0,1,1,1,0
FALSE,2512927,1,0,2,2,1,0
FALSE,789938,5,1,2,2,1,1
TRUE,2225841,2,1,1,1,1,0
FALSE,2506431,0,0,2,2,1,0
TRUE,2517778,0,0,1,1,1,0
FALSE,1303524,16,11,13,14,1,9
TRUE,2506752,2,0,1,1,1,0
TRUE,251092,44,28,5,15,1,12
FALSE,2512110,2,0,1,1,1,0
FALSE,2515134,1,0,1,1,1,0
TRUE,797648,14,10,1,3,1,0
FALSE,112761,2,3,2,2,1,0
FALSE,184421,2,2,1,1,1,0
TRUE,1990756,12,6,1,1,1,0
FALSE,2145752,19,10,1,1,1,1
TRUE,2226410,2,2,1,1,0,0
FALSE,2515228,1,0,1,1,1,0
FALSE,2509170,1,0,1,1,1,0
FALSE,2514898,1,0,1,1,1,0
FALSE,36555,2,2,3,3,1,0
FALSE,2226380,0,0,1,1,1,0
FALSE,2506800,1,0,1,1,1,0
FALSE,1854657,7,2,2,3,0,0
TRUE,212876,32,18,6,8,1,4
FALSE,2228775,1,1,2,2,1,0
FALSE,2511010,1,0,1,1,0,0
FALSE,2208965,2,1,2,2,1,0
FALSE,2473048,3,0,1,1,1,0
TRUE,2489733,1,0,1,1,1,0
FALSE,2514533,1,0,2,2,1,0
FALSE,2520398,2,0,1,1,1,0
TRUE,515947,2,2,1,1,1,0
TRUE,2195874,4,3,2,2,1,0
FALSE,595509,1,0,1,1,1,0
TRUE,146187,8,8,2,2,1,1
FALSE,2347380,1,0,1,1,0,5
FALSE,244600,14,8,4,4,1,0
FALSE,2511788,1,0,2,2,1,0
TRUE,2517767,1,0,1,1,1,0
TRUE,255668,6,3,3,3,1,1
TRUE,2508306,2,0,1,1,1,0
FALSE,2513863,4,2,1,1,1,0
TRUE,2519759,2,1,1,1,1,0
TRUE,2367007,567,472,79,96,1,1105
FALSE,2512595,1,0,1,1,1,0
FALSE,357476,1,2,2,2,1,0
FALSE,2509364,1,0,1,1,1,0
FALSE,2512108,1,0,1,1,1,0
TRUE,204798,49,36,4,4,1,2
TRUE,2511333,233,190,10,65,1,54
FALSE,2172444,71,17,1,1,1,0
TRUE,2513712,1,0,1,1,1,0
FALSE,25776,1194,590,62,116,1,111
TRUE,71238,321,128,20,79,1,47
TRUE,179452,11,8,3,3,1,2
TRUE,2196622,8,7,8,9,1,7
TRUE,2210364,8,3,1,1,1,0
TRUE,229175,7,3,2,2,1,16
FALSE,2509605,0,0,1,1,1,0
TRUE,2524403,2,0,1,1,1,0
TRUE,629678,4,0,1,1,1,0
FALSE,2515874,1,0,1,1,1,0
TRUE,455326,4,1,3,3,1,2
TRUE,674052,0,0,1,1,1,0
TRUE,865517,9,6,8,9,1,6
FALSE,2228311,2,1,1,1,1,0
FALSE,64623,77,40,11,11,1,5
TRUE,2515940,1,0,1,1,1,0
TRUE,1050616,21,14,5,5,1,2
FALSE,2507508,4,2,1,1,1,0
FALSE,2510097,1,0,1,1,0,0
TRUE,358112,2,1,2,2,1,0
TRUE,2508701,2,0,4,4,1,4
FALSE,2511350,1,0,1,1,1,0
TRUE,1428150,42,31,2,3,1,0
FALSE,2200268,2,0,1,1,1,0
FALSE,2347868,3,0,2,2,1,1
FALSE,2506547,1,0,1,1,0,0
FALSE,2511921,0,0,2,2,0,0
FALSE,2509713,1,0,1,1,0,0
TRUE,2512521,2,1,1,1,1,0
TRUE,2515502,1,0,1,1,1,0
FALSE,2518475,2,0,1,1,1,0
TRUE,102011,89,79,22,34,1,15
FALSE,2145084,4,1,2,2,1,0
FALSE,2506398,1,0,1,1,1,0
TRUE,2511776,1,0,1,1,1,0
FALSE,2514760,3,1,2,2,1,0
TRUE,869292,2,1,1,1,1,0
FALSE,1084691,20,8,1,1,1,0
FALSE,2322203,4,1,3,3,1,0
FALSE,2507368,1,0,1,1,1,0
FALSE,2509979,1,0,2,2,0,0
FALSE,2512809,0,0,1,1,1,0
TRUE,1114841,4,0,1,1,1,0
FALSE,2508544,2,0,1,1,1,0
FALSE,2511175,2,0,1,1,0,0
TRUE,2514145,0,0,2,2,1,0
TRUE,349530,6,1,2,2,1,1
FALSE,2510587,1,0,1,1,1,0
FALSE,2513465,1,0,1,1,0,0
FALSE,2519385,1,0,1,1,0,0
FALSE,2513650,1,0,3,3,0,0
TRUE,2227062,3,2,1,1,1,0
FALSE,2235118,11,9,1,1,1,0
FALSE,2509888,1,0,2,2,0,0
TRUE,2235115,11,5,3,3,1,1
FALSE,2509885,1,0,2,2,1,0
FALSE,2512695,0,0,1,1,1,0
TRUE,939729,14,6,3,3,1,430
TRUE,1351932,26,7,1,1,1,0
FALSE,2228340,4,2,2,2,1,0
FALSE,2508100,1,0,1,1,0,0
FALSE,2516493,1,0,1,1,1,0
TRUE,1185500,2,1,1,1,1,0
FALSE,1428257,10,5,1,1,1,0
FALSE,2506603,1,0,3,3,0,0
TRUE,1170065,46,35,3,4,1,1
TRUE,174480,97,89,28,34,1,43
TRUE,2507428,1,0,1,1,1,0
FALSE,2510023,2,0,3,3,0,0
TRUE,723286,12,5,1,1,1,0
TRUE,2506834,1,0,1,1,1,0
FALSE,2219932,2,1,3,3,1,0
TRUE,2508318,4,1,1,1,1,0
FALSE,2510982,0,0,1,1,1,0
FALSE,2513873,2,1,1,1,1,0
FALSE,386427,0,1,1,1,1,0
FALSE,2226605,2,1,1,1,1,0
FALSE,2515361,1,0,1,1,0,0
TRUE,2241489,3,1,2,2,1,0
FALSE,2511267,0,0,1,1,1,0
FALSE,28311,88,74,4,13,1,2
TRUE,787758,3,3,1,1,1,0
TRUE,85363,2,2,5,5,1,0
FALSE,220784,20,3,15,15,0,91
TRUE,2510920,17,13,1,3,1,0
FALSE,2513822,1,0,1,1,0,0
TRUE,2509341,1,0,1,1,1,0
TRUE,2515082,1,0,1,1,1,0
TRUE,697414,221,190,8,13,1,3
FALSE,1530444,0,1,1,1,1,0
FALSE,2513047,0,0,1,1,1,0
TRUE,2519002,1,0,1,1,1,0
TRUE,92288,67,60,16,37,1,26
TRUE,2509397,0,0,1,1,1,0
FALSE,2512174,1,0,1,1,1,0
FALSE,561500,2,2,1,1,1,0
FALSE,2509727,2,0,1,1,1,0
FALSE,2512537,1,0,2,2,1,0
FALSE,2518493,0,0,1,1,1,0
TRUE,529450,2,2,2,2,1,0
TRUE,738195,10,2,1,1,1,0
FALSE,976612,23,19,3,3,1,2
TRUE,10437,160,145,8,15,1,9
TRUE,1929278,1,0,1,2,1,0
FALSE,207023,6,5,5,6,1,0
FALSE,2217897,3,2,4,4,1,0
FALSE,49927,16,17,7,9,1,4
TRUE,107361,233,119,4,10,1,3
TRUE,203817,3,2,6,7,1,0
TRUE,2511197,1,0,1,1,1,0
FALSE,2514162,1,0,1,1,1,0
TRUE,2520006,3,1,2,2,1,0
FALSE,994288,1,1,1,1,1,0
TRUE,1555551,3,0,1,1,1,0
TRUE,191824,62,50,4,7,1,3
TRUE,2507176,2,0,1,1,1,0
FALSE,2509785,1,0,1,1,0,0
FALSE,2511150,1,0,1,1,1,0
TRUE,2514084,1,0,2,2,1,1
TRUE,87744,19,20,10,11,1,0
FALSE,2507785,1,0,1,1,0,0
FALSE,2513238,1,0,1,1,1,0
TRUE,426849,26,16,1,1,1,0
FALSE,777362,84,76,9,13,1,1
FALSE,2507691,1,0,1,1,0,0
FALSE,2513127,4,2,1,1,1,0
FALSE,2519076,5,4,2,2,1,0
TRUE,813723,36,28,4,6,1,1
FALSE,2507295,1,0,1,1,1,0
FALSE,2512723,1,0,2,2,1,0
FALSE,2515695,1,0,1,1,1,0
TRUE,301294,3,1,2,2,1,0
TRUE,1006368,2,2,1,1,1,0
FALSE,105653,1,1,3,3,0,0
TRUE,1554421,5,6,8,8,1,0
FALSE,1857952,0,0,1,1,1,0
FALSE,2506851,1,0,1,1,1,0
TRUE,2512291,0,0,1,1,1,0
TRUE,7503,49,28,2,2,1,0
FALSE,2173711,1,0,1,1,1,0
FALSE,2514118,1,0,2,2,1,0
TRUE,2507264,1,0,1,1,1,0
TRUE,2509878,1,0,1,1,1,0
FALSE,2512688,4,0,4,4,1,0
FALSE,2518644,1,0,1,1,1,0
FALSE,1869876,2,1,2,2,1,0
TRUE,2409391,1,2,1,1,1,0
TRUE,2513601,7,6,1,1,1,0
TRUE,1114306,8,5,1,1,1,0
TRUE,111592,19,18,5,6,1,1
FALSE,1734623,3,2,1,1,0,0
TRUE,2511134,1,0,1,1,0,0
TRUE,2514066,2,0,1,1,1,0
TRUE,2514188,1,0,1,1,0,0
FALSE,338860,51,51,10,14,1,11
TRUE,360274,81,72,9,13,0,1
TRUE,85339,0,0,2,2,1,0
TRUE,1063328,0,1,7,11,1,0
FALSE,122432,52,53,3,11,1,4
TRUE,1785882,6,3,1,1,1,0
FALSE,2506825,1,0,1,1,1,0
FALSE,2509444,7,1,1,1,1,0
FALSE,2515235,2,1,1,1,1,0
TRUE,44874,198,156,11,12,1,5
FALSE,2512780,1,0,3,3,1,0
TRUE,147996,4,5,2,2,1,0
FALSE,2510744,1,0,1,1,1,0
FALSE,2513644,5,4,1,1,1,0
TRUE,1839906,1,1,1,1,1,0
FALSE,2199391,2,1,1,1,1,0
TRUE,2508649,3,0,2,2,1,1
FALSE,2514259,0,0,2,2,1,0
TRUE,985223,9,3,2,2,1,1
FALSE,2508754,0,0,1,1,1,0
TRUE,2514366,1,0,1,1,1,0
FALSE,2517389,0,0,1,1,1,0
TRUE,2226186,9,4,3,3,1,0
TRUE,2515015,1,0,1,1,1,0
TRUE,1099461,6,3,2,2,1,0
TRUE,2226189,6,4,1,1,1,0
FALSE,1225104,9,1,5,7,1,0
TRUE,2174534,1,0,3,10,1,1
TRUE,2514365,1,0,1,1,1,0
FALSE,59698,1491,1140,126,161,1,100
FALSE,81569,2,2,1,1,1,0
TRUE,2205233,4,4,1,1,1,0
TRUE,279849,24,16,3,4,1,1
TRUE,732940,1,1,2,2,1,0
TRUE,2509853,1,0,1,1,1,0
TRUE,2512651,1,0,1,1,1,0
TRUE,2521462,1,0,1,1,1,0
FALSE,2524680,1,0,1,1,1,0
FALSE,262630,2,0,2,2,1,5
FALSE,488652,8,5,2,2,1,0
FALSE,507699,11,7,2,2,1,0
FALSE,766964,0,1,2,2,1,0
FALSE,2506545,4,2,1,1,1,0
FALSE,2509180,2,0,3,3,1,0
FALSE,2511911,1,0,1,1,1,0
TRUE,2514912,6,3,1,1,1,0
FALSE,1978974,1,1,1,1,0,0
TRUE,235928,10,4,3,3,1,6
FALSE,2513027,1,0,1,1,1,0
TRUE,603314,24,12,2,3,0,8
FALSE,2213204,5,3,1,1,1,0
FALSE,2508506,0,0,1,1,1,0
TRUE,2517025,6,4,3,3,1,2
TRUE,749595,1,1,2,2,1,0
FALSE,889971,3,3,3,4,1,0
TRUE,2513339,1,0,1,1,1,0
FALSE,2516251,1,0,1,1,1,0
FALSE,2219854,4,2,1,1,1,0
TRUE,2510944,1,0,1,1,1,0
TRUE,2512401,2,2,2,2,1,0
FALSE,2515372,1,0,2,2,1,0
TRUE,27031,141,108,22,28,1,36
FALSE,848218,1,1,3,3,1,0
TRUE,2349752,33,5,2,2,1,1
FALSE,2512466,0,0,1,1,1,0
FALSE,2515440,1,0,1,1,1,0
FALSE,140603,5,5,1,1,1,0
TRUE,2510263,0,0,1,1,1,0
FALSE,2513098,1,0,1,1,1,0
TRUE,245543,13,8,6,6,1,6
TRUE,2506866,5,0,2,3,1,1
FALSE,2509486,1,1,1,1,1,0
TRUE,2512304,0,0,1,1,1,0
FALSE,274131,1,1,1,1,1,0
TRUE,1448751,10,8,2,3,1,0
FALSE,2507071,1,0,1,1,1,0
FALSE,2512468,2,0,1,1,1,0
FALSE,2228118,4,2,2,2,0,0
FALSE,2507956,1,0,1,1,1,0
TRUE,1474117,3,0,1,1,1,0
TRUE,1685821,0,0,1,1,1,0
TRUE,243412,1,1,1,1,1,0
TRUE,2508483,6,4,1,1,1,0
TRUE,2507783,1,0,2,2,1,0
FALSE,2516192,1,0,1,1,1,0
FALSE,114191,11,13,2,2,1,0
TRUE,1267294,5,1,4,5,1,2
FALSE,2510792,1,0,1,1,1,0
FALSE,2513702,1,0,1,1,1,0
TRUE,753350,2,2,1,1,1,0
TRUE,905743,11,2,3,4,1,1
TRUE,1964958,1,1,1,1,1,0
FALSE,2519473,1,0,1,1,1,0
FALSE,326876,2,2,2,2,1,0
TRUE,456166,8,4,4,4,1,1
FALSE,1967839,26,22,4,4,1,1
FALSE,2509294,1,1,2,2,1,0
FALSE,2512013,2,0,1,1,1,0
FALSE,2515013,1,0,2,2,1,0
FALSE,959474,25,18,3,3,1,2
FALSE,1495762,9,14,3,6,1,2
TRUE,166255,27,30,4,7,1,3
TRUE,2510673,2,1,1,1,1,0
TRUE,2202863,6,2,1,1,1,0
TRUE,2207307,4,2,1,1,1,0
TRUE,2510701,1,0,1,1,1,0
FALSE,2513578,1,1,1,1,1,0
FALSE,2519492,1,0,1,1,1,0
TRUE,433440,9,4,3,3,1,2
TRUE,957351,27,23,2,2,1,4
FALSE,2509549,2,0,1,1,1,0
TRUE,312704,2,2,2,2,1,1
TRUE,708298,42,38,1,1,1,0
FALSE,2512978,2,0,2,2,1,0
TRUE,2148315,8,3,5,5,1,0
TRUE,2208192,5,2,1,1,1,0
TRUE,2514111,3,0,4,4,1,0
FALSE,2519972,1,0,1,1,1,0
TRUE,889974,5,5,2,2,1,0
FALSE,2508669,0,0,1,1,1,0
TRUE,283383,10,5,1,1,1,0
TRUE,968725,7,6,1,1,1,0
TRUE,108532,7,7,1,1,1,0
TRUE,2390505,15,12,1,1,1,0
FALSE,2508898,1,0,2,2,1,0
FALSE,2514556,1,0,1,1,1,0
TRUE,736666,18,11,1,1,1,0
TRUE,1035331,31,30,1,1,1,0
TRUE,2509035,1,0,1,1,1,0
FALSE,2514726,3,1,1,1,1,0
TRUE,31259,239,189,44,68,1,21
TRUE,765327,4,1,3,3,1,1
TRUE,833417,1,1,1,1,1,1
TRUE,1495906,3,4,4,7,1,2
FALSE,2202948,2,4,1,1,0,0
TRUE,2420692,54,41,5,11,1,3
FALSE,2513655,1,0,1,1,1,0
FALSE,2226938,6,2,1,1,1,0
FALSE,2512598,1,0,1,1,1,0
FALSE,2518574,1,0,1,1,0,0
FALSE,2146875,0,2,1,1,1,0
TRUE,2510207,1,0,2,2,1,0
FALSE,2516003,1,0,1,1,1,0
TRUE,2518999,5,1,1,1,1,0
TRUE,1250067,11,6,3,3,1,3
FALSE,2506265,2,2,2,2,1,0
TRUE,628274,2,2,2,2,1,0
FALSE,2507993,2,2,1,2,0,0
TRUE,2510585,1,0,1,1,1,0
TRUE,2513461,1,0,1,1,1,0
FALSE,71019,15,14,2,4,1,0
FALSE,804668,1,1,2,2,1,1
TRUE,111912,1,4,3,5,1,0
TRUE,1539016,6,6,4,4,1,0
FALSE,2508769,1,0,2,2,1,0
FALSE,774316,4,2,2,2,1,0
FALSE,846325,1,1,1,2,1,0
TRUE,1950098,8,9,2,2,1,0
FALSE,2226750,2,0,1,1,1,0
FALSE,2512487,1,0,1,1,0,0
TRUE,454564,13,8,4,4,1,3
TRUE,498935,6,3,3,3,1,2
TRUE,808589,146,139,4,5,1,1
FALSE,1076914,2,0,2,2,1,1
TRUE,1616376,2,2,1,1,1,0
TRUE,2225379,2,1,1,1,1,0
FALSE,2514461,1,0,1,1,1,0
FALSE,999767,1,1,1,1,1,0
FALSE,2510024,2,1,1,1,1,0
TRUE,2515841,1,0,1,1,1,0
TRUE,1331613,21,6,2,2,1,0
FALSE,77307,15,13,3,3,1,1
TRUE,1039689,15,7,6,8,1,3
TRUE,2108054,6,4,1,1,1,0
FALSE,2508396,1,1,2,2,1,0
TRUE,2511064,4,2,1,2,1,0
FALSE,2516899,12,9,1,1,1,0
TRUE,51160,25,25,20,45,1,15
TRUE,851505,2,2,2,2,1,0
FALSE,906560,89,87,7,9,1,3
FALSE,2521394,1,0,1,1,1,0
FALSE,2509005,0,0,1,1,0,0
FALSE,2511707,3,1,1,1,0,0
TRUE,1286188,26,15,1,1,1,0
TRUE,1916727,24,23,1,1,1,0
FALSE,2239879,1,1,1,1,0,0
FALSE,2512995,0,0,2,2,1,0
TRUE,591579,2,2,12,12,1,0
FALSE,2105476,23,8,4,4,1,2
TRUE,2207903,5,3,3,3,1,4
FALSE,2508385,1,0,1,1,1,0
TRUE,2511054,2,0,1,1,1,0
FALSE,75078,93,83,5,5,1,3
TRUE,2227987,2,1,2,2,1,0
FALSE,2516240,2,1,2,2,1,0
TRUE,1469005,4,3,1,1,1,0
TRUE,2225829,7,1,1,1,1,0
TRUE,2517777,2,1,1,1,1,0
TRUE,306022,11,4,7,7,1,4
FALSE,2347772,4,1,2,2,1,1
FALSE,2511890,1,0,1,1,1,0
FALSE,2514893,2,1,1,1,1,0
TRUE,2507694,1,0,1,1,1,0
FALSE,2510292,0,0,2,2,1,0
FALSE,2513129,1,0,1,1,1,0
TRUE,2265634,1,0,1,1,1,0
FALSE,2507583,1,0,1,1,1,0
FALSE,2513021,0,0,1,1,1,0
FALSE,2419747,1,0,2,2,1,0
FALSE,2507977,1,0,1,1,1,0
FALSE,2513431,1,0,1,2,1,0
TRUE,61517,14,10,3,3,1,2
FALSE,1196523,3,0,2,2,1,0
TRUE,2228295,5,1,1,1,1,0
FALSE,2516461,1,0,1,1,1,0
FALSE,2525702,1,0,1,1,1,0
TRUE,403346,1,1,3,3,1,0
TRUE,89878,175,103,4,10,1,4
FALSE,2513816,1,0,1,1,1,0
TRUE,397906,882,334,6,19,1,11
TRUE,85005,55,43,9,10,1,6
TRUE,2214944,21,22,2,7,1,0
FALSE,2506611,1,0,2,2,0,0
TRUE,2511981,2,0,2,2,1,0
FALSE,2514982,1,0,1,1,0,0
FALSE,2517981,1,0,1,1,0,0
TRUE,44586,41,25,1,1,1,0
FALSE,492110,19,13,3,3,1,0
TRUE,2228685,1,0,1,1,1,0
FALSE,2232734,2,1,1,1,0,0
TRUE,2383486,0,0,1,51,1,0
FALSE,1143406,3,2,2,2,0,0
FALSE,2200712,2,1,1,1,1,0
FALSE,2234357,2,1,1,1,1,0
FALSE,2512166,2,1,3,3,1,1
FALSE,2515178,2,2,1,1,0,0
TRUE,561489,5,4,1,1,1,0
FALSE,184983,54,28,2,2,1,1
TRUE,2169385,1,0,2,2,1,0
TRUE,2507097,1,0,2,2,1,0
FALSE,2512496,1,0,2,2,1,0
TRUE,27123,33,24,2,3,1,0
TRUE,656969,5,5,1,1,1,0
FALSE,1098096,13,4,1,1,1,0
TRUE,2509086,1,0,1,1,1,0
FALSE,2511806,1,0,3,3,1,0
FALSE,2514812,1,0,1,1,1,0
TRUE,272336,38,27,3,3,1,1
TRUE,469674,7,3,3,3,1,2
FALSE,165237,1,2,5,6,1,0
FALSE,2230948,14,4,1,1,1,0
FALSE,2518505,1,0,1,1,1,0
FALSE,2524547,1,0,1,1,1,0
TRUE,1940140,28,27,8,10,1,10
TRUE,632525,4,6,5,5,1,0
FALSE,232178,18,8,1,1,1,0
FALSE,2519961,1,0,1,1,1,0
FALSE,265382,1,0,4,4,1,1
FALSE,1190143,2,1,2,2,1,0
TRUE,2507124,2,0,2,2,1,0
FALSE,2510762,0,0,1,1,1,0
FALSE,2513667,1,0,1,1,1,0
TRUE,695404,2,2,1,1,1,0
TRUE,1214565,178,36,1,1,1,0
TRUE,1349445,7,7,1,1,1,0
FALSE,2510158,3,1,1,1,1,0
FALSE,408000,26,17,5,5,0,1
TRUE,2211266,9,2,2,2,1,0
FALSE,2417642,3,1,1,1,1,0
TRUE,407837,11,11,4,12,1,4
TRUE,971903,2,2,2,2,1,0
FALSE,1531064,1,1,1,1,1,0
TRUE,2513265,2,0,1,1,1,0
TRUE,2508222,2,0,1,1,1,0
TRUE,2510869,0,0,1,1,1,0
TRUE,593063,14,14,3,3,1,0
TRUE,1071668,2,0,1,1,1,0
FALSE,2510735,1,0,1,1,0,0
TRUE,2513639,3,0,3,3,0,1
FALSE,61663,670,508,59,77,1,11
TRUE,2512803,1,0,2,2,1,0
TRUE,384481,6,0,4,6,1,3
FALSE,86700,152,127,5,5,1,2
FALSE,2226828,5,3,1,1,1,0
FALSE,2512538,1,0,1,1,1,0
FALSE,1308379,7,2,1,1,1,0
TRUE,2513103,5,1,1,1,1,0
FALSE,728920,5,5,4,4,1,0
TRUE,191361,2,3,8,9,1,2
FALSE,2226504,2,1,2,2,1,0
TRUE,2506893,0,0,1,1,1,0
TRUE,2509530,2,0,3,3,1,0
FALSE,2515296,1,0,1,1,1,0
FALSE,2150384,3,2,4,4,1,0
FALSE,2506810,1,0,1,1,1,0
FALSE,2512211,1,0,1,1,1,0
TRUE,512319,20,17,2,2,1,0
TRUE,635549,2,0,1,1,1,0
FALSE,2508072,1,0,2,2,1,0
TRUE,2513566,4,2,2,2,1,0
FALSE,2509763,1,0,1,1,1,0
TRUE,413610,6,1,2,3,1,2
FALSE,60657,1,1,1,1,1,0
TRUE,683341,77,65,16,17,1,10
TRUE,2199474,11,5,1,1,1,0
TRUE,2508697,2,0,1,1,0,0
FALSE,2514305,1,0,1,1,1,0
FALSE,2456505,3,1,1,1,1,0
FALSE,885910,6,6,8,8,1,1
TRUE,106099,117,81,52,60,1,46
FALSE,2509843,1,0,1,1,1,0
TRUE,2512639,3,2,1,1,1,0
TRUE,2515623,4,3,2,4,1,0
TRUE,2524667,1,1,2,2,1,0
TRUE,798623,5,3,3,3,1,1
FALSE,933525,13,11,1,1,1,0
TRUE,231053,11,6,3,3,1,0
FALSE,2516394,1,0,1,1,1,0
FALSE,61569,4,4,7,7,1,0
TRUE,2517624,1,0,1,1,1,0
TRUE,278707,40,38,8,29,1,12
TRUE,501618,0,0,4,7,1,0
TRUE,517673,60,52,1,2,1,0
TRUE,88141,51,55,6,8,1,5
TRUE,1210488,3,1,2,2,1,1
TRUE,2146205,3,3,2,2,1,0
TRUE,246034,42,23,6,8,1,3
TRUE,2512531,1,0,1,3,0,0
FALSE,148720,22,21,11,11,0,8
FALSE,2423986,2,0,3,3,1,0
FALSE,2511313,1,0,3,3,1,0
TRUE,774109,11,8,2,2,1,0
FALSE,1057284,2,0,1,1,1,0
TRUE,131732,35,36,15,25,1,10
TRUE,2508538,0,0,1,1,1,0
FALSE,2514129,3,0,1,1,1,0
TRUE,576736,7,4,1,1,1,0
TRUE,2511306,1,0,1,1,0,0
